Variable Name,Min Date,Max Date,Number of Samples
ACIDITY,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
AMMONIA_NITROGEN_SOLUBLE,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
CARBON_DISSOLVED_ORGANIC,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
CARBON_PARTICULATE_ORGANIC,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
CHLORIDE,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
CHLOROPHYLL_A_CORRECTED_PHAEOPHYTIN,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
CHLOROPHYLL_A_UNCORRECTED,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
DISSOLVED_INORGANIC_CARBON,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
NITRATE_NITRITE_NITROGEN_FILTERED,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
NITRITE_FILTERED,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
NITROGEN_TOTAL_PARTICULATE,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
PHOSPHORUS_TOTAL,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
PHOSPHORUS_TOTAL_FILTERED,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
PHOSPHORUS_TOTAL_PARTICULATE,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
SILICA_SOLUBLE_REACTIVE,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
SOLUBLE_REACTIVE_PHOSPHORUS,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
SPECIFIC_CONDUCTANCE_25_DEG_C,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
TOTAL_NITROGEN_DISSOLVED,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
WQ_NIT_AMM,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
WQ_OGM_DOC,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
WQ_OGM_POC,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
WQ_OGM_DIC,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
WQ_NIT_NIT,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
WQ_NIT_NITRITE,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
WQ_OGM_PON,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
WQ_DIAG_TOT_TP,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
WQ_OGM_POP,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
WQ_SIL_RSI,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
WQ_PHS_FRP,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
COND,22/02/2013 00:00:00,22/02/2013 00:00:00,2.000
