Variable Name,Min Date,Max Date,Number of Samples
ACIDITY,25/04/2013 00:00:00,01/08/2013 00:00:00,3.000
AMMONIA_NITROGEN_SOLUBLE,25/04/2013 00:00:00,25/04/2013 00:00:00,1.000
CARBON_PARTICULATE_ORGANIC,01/08/2013 00:00:00,01/08/2013 00:00:00,1.000
CARBON_PARTICULATE_ORGANIC_INTEGRATED,25/04/2013 00:00:00,01/08/2013 00:00:00,3.000
CHLORIDE,25/04/2013 00:00:00,01/08/2013 00:00:00,5.000
CHLOROPHYLL_A_CORRECTED_INTEGRATED,25/04/2013 00:00:00,01/08/2013 00:00:00,3.000
CHLOROPHYLL_A_CORRECTED_PHAEOPHYTIN,01/08/2013 00:00:00,01/08/2013 00:00:00,1.000
CHLOROPHYLL_A_UNCORRECTED,01/08/2013 00:00:00,01/08/2013 00:00:00,1.000
CHLOROPHYLL_A_UNCORRECTED_INTEGRATED,25/04/2013 00:00:00,01/08/2013 00:00:00,3.000
NITRATE_NITRITE_NITROGEN_FILTERED,25/04/2013 00:00:00,25/04/2013 00:00:00,1.000
NITROGEN_TOTAL_PARTICULATE,01/08/2013 00:00:00,01/08/2013 00:00:00,1.000
NITROGEN_TOTAL_PARTICULATE_INTEGRATED,25/04/2013 00:00:00,01/08/2013 00:00:00,3.000
OXYGEN_CONCENTRATION_DISSOLVED,25/04/2013 00:00:00,01/08/2013 00:00:00,3.000
PHOSPHORUS_SOLUBLE_REACTIVE_FILTERED,25/04/2013 00:00:00,25/04/2013 00:00:00,1.000
SECCHI_DISC_DEPTH,01/08/2013 00:00:00,01/08/2013 00:00:00,1.000
SILICA,25/04/2013 00:00:00,01/08/2013 00:00:00,5.000
SOLUBLE_REACTIVE_PHOSPHORUS,01/08/2013 00:00:00,01/08/2013 00:00:00,4.000
SPECIFIC_CONDUCTANCE_25_DEG_C,25/04/2013 00:00:00,01/08/2013 00:00:00,3.000
TEMPERATURE_EBT,25/04/2013 00:00:00,01/08/2013 00:00:00,3.000
TOTAL_KJELDAHL_NITROGEN_FILTERED,25/04/2013 00:00:00,01/08/2013 00:00:00,5.000
TOTAL_PHOSPHORUS,25/04/2013 00:00:00,01/08/2013 00:00:00,5.000
TOTAL_PHOSPHORUS_FILTERED,25/04/2013 00:00:00,01/08/2013 00:00:00,5.000
