Variable Name,Min Date,Max Date,Number of Samples
ACIDITY,19/04/2013 00:00:00,06/08/2013 00:00:00,6.000
AMMONIA_NITROGEN_SOLUBLE,19/04/2013 00:00:00,19/04/2013 00:00:00,5.000
CARBON_DISSOLVED_ORGANIC,19/04/2013 00:00:00,06/08/2013 00:00:00,9.000
CARBON_PARTICULATE_ORGANIC,19/04/2013 00:00:00,06/08/2013 00:00:00,6.000
CARBON_PARTICULATE_ORGANIC_INTEGRATED,19/04/2013 00:00:00,06/08/2013 00:00:00,4.000
CHLORIDE,19/04/2013 00:00:00,06/08/2013 00:00:00,10.000
CHLOROPHYLL_A_CORRECTED_INTEGRATED,19/04/2013 00:00:00,19/04/2013 00:00:00,2.000
CHLOROPHYLL_A_CORRECTED_PHAEOPHYTIN,19/04/2013 00:00:00,19/04/2013 00:00:00,2.000
CHLOROPHYLL_A_UNCORRECTED,19/04/2013 00:00:00,19/04/2013 00:00:00,2.000
CHLOROPHYLL_A_UNCORRECTED_INTEGRATED,19/04/2013 00:00:00,19/04/2013 00:00:00,2.000
DISSOLVED_INORGANIC_CARBON,19/04/2013 00:00:00,06/08/2013 00:00:00,9.000
NITRATE_NITRITE_NITROGEN_FILTERED,19/04/2013 00:00:00,19/04/2013 00:00:00,5.000
NITROGEN_TOTAL_PARTICULATE,19/04/2013 00:00:00,06/08/2013 00:00:00,6.000
NITROGEN_TOTAL_PARTICULATE_INTEGRATED,19/04/2013 00:00:00,06/08/2013 00:00:00,4.000
OXYGEN_CONCENTRATION_DISSOLVED,19/04/2013 00:00:00,06/08/2013 00:00:00,6.000
PHOSPHORUS_SOLUBLE_REACTIVE_FILTERED,19/04/2013 00:00:00,19/04/2013 00:00:00,5.000
RESIDUE_NON_FILTERED,19/04/2013 00:00:00,06/08/2013 00:00:00,7.000
SECCHI_DISC_DEPTH,06/08/2013 00:00:00,06/08/2013 00:00:00,1.000
SILICA,19/04/2013 00:00:00,06/08/2013 00:00:00,10.000
SOLUBLE_REACTIVE_PHOSPHORUS,06/08/2013 00:00:00,06/08/2013 00:00:00,5.000
SPECIFIC_CONDUCTANCE_25_DEG_C,19/04/2013 00:00:00,06/08/2013 00:00:00,6.000
TEMPERATURE_EBT,19/04/2013 00:00:00,06/08/2013 00:00:00,6.000
TOTAL_KJELDAHL_NITROGEN_FILTERED,19/04/2013 00:00:00,06/08/2013 00:00:00,10.000
TOTAL_PHOSPHORUS,19/04/2013 00:00:00,06/08/2013 00:00:00,10.000
TOTAL_PHOSPHORUS_FILTERED,19/04/2013 00:00:00,06/08/2013 00:00:00,10.000
TURBIDITY,19/04/2013 00:00:00,06/08/2013 00:00:00,7.000
WQ_NIT_AMM,19/04/2013 00:00:00,19/04/2013 00:00:00,5.000
WQ_OGM_DOC,19/04/2013 00:00:00,06/08/2013 00:00:00,9.000
WQ_OGM_POC,19/04/2013 00:00:00,06/08/2013 00:00:00,6.000
WQ_OGM_DIC,19/04/2013 00:00:00,06/08/2013 00:00:00,9.000
WQ_NIT_NIT,19/04/2013 00:00:00,19/04/2013 00:00:00,5.000
WQ_OGM_PON,19/04/2013 00:00:00,06/08/2013 00:00:00,6.000
WQ_OXY_OXY,19/04/2013 00:00:00,06/08/2013 00:00:00,6.000
WQ_PHS_FRP,19/04/2013 00:00:00,06/08/2013 00:00:00,10.000
COND,19/04/2013 00:00:00,06/08/2013 00:00:00,6.000
TEMP,19/04/2013 00:00:00,06/08/2013 00:00:00,6.000
WQ_DIAG_TOT_TKN,19/04/2013 00:00:00,06/08/2013 00:00:00,10.000
WQ_DIAG_TOT_TP,19/04/2013 00:00:00,06/08/2013 00:00:00,10.000
WQ_DIAG_TOT_TURBIDITY,19/04/2013 00:00:00,06/08/2013 00:00:00,7.000
