Variable Name,Min Date,Max Date,Number of Samples
ACIDITY,19/04/2013 00:00:00,06/08/2013 00:00:00,4.000
AMMONIA_NITROGEN_SOLUBLE,19/04/2013 00:00:00,19/04/2013 00:00:00,2.000
CARBON_DISSOLVED_ORGANIC,06/08/2013 00:00:00,06/08/2013 00:00:00,2.000
CARBON_PARTICULATE_ORGANIC,19/04/2013 00:00:00,06/08/2013 00:00:00,4.000
CARBON_PARTICULATE_ORGANIC_INTEGRATED,19/04/2013 00:00:00,06/08/2013 00:00:00,2.000
CHLORIDE,19/04/2013 00:00:00,06/08/2013 00:00:00,4.000
CHLOROPHYLL_A_CORRECTED_INTEGRATED,19/04/2013 00:00:00,19/04/2013 00:00:00,1.000
CHLOROPHYLL_A_CORRECTED_PHAEOPHYTIN,19/04/2013 00:00:00,19/04/2013 00:00:00,2.000
CHLOROPHYLL_A_UNCORRECTED,19/04/2013 00:00:00,19/04/2013 00:00:00,2.000
CHLOROPHYLL_A_UNCORRECTED_INTEGRATED,19/04/2013 00:00:00,19/04/2013 00:00:00,1.000
DISSOLVED_INORGANIC_CARBON,06/08/2013 00:00:00,06/08/2013 00:00:00,2.000
NITRATE_NITRITE_NITROGEN_FILTERED,19/04/2013 00:00:00,19/04/2013 00:00:00,2.000
NITROGEN_TOTAL_PARTICULATE,19/04/2013 00:00:00,06/08/2013 00:00:00,4.000
NITROGEN_TOTAL_PARTICULATE_INTEGRATED,19/04/2013 00:00:00,06/08/2013 00:00:00,2.000
OXYGEN_CONCENTRATION_DISSOLVED,19/04/2013 00:00:00,06/08/2013 00:00:00,4.000
PHOSPHORUS_SOLUBLE_REACTIVE_FILTERED,19/04/2013 00:00:00,19/04/2013 00:00:00,2.000
RESIDUE_NON_FILTERED,19/04/2013 00:00:00,06/08/2013 00:00:00,3.000
SECCHI_DISC_DEPTH,06/08/2013 00:00:00,06/08/2013 00:00:00,1.000
SILICA,19/04/2013 00:00:00,06/08/2013 00:00:00,4.000
SOLUBLE_REACTIVE_PHOSPHORUS,06/08/2013 00:00:00,06/08/2013 00:00:00,2.000
SPECIFIC_CONDUCTANCE_25_DEG_C,19/04/2013 00:00:00,06/08/2013 00:00:00,4.000
TEMPERATURE_EBT,19/04/2013 00:00:00,06/08/2013 00:00:00,4.000
TOTAL_KJELDAHL_NITROGEN_FILTERED,19/04/2013 00:00:00,06/08/2013 00:00:00,4.000
TOTAL_PHOSPHORUS,19/04/2013 00:00:00,06/08/2013 00:00:00,4.000
TOTAL_PHOSPHORUS_FILTERED,19/04/2013 00:00:00,06/08/2013 00:00:00,4.000
TURBIDITY,19/04/2013 00:00:00,06/08/2013 00:00:00,3.000
